feature_1,feature_2,feature_3,feature_4,feature_8,target,category_1_Below Average,category_1_High,category_1_Low,feature_sum,total_features,mean_features,diff_f1_f2,max_feature,min_feature,f1_f4_sum,f1_f4_diff,f1_f4_max,f1_f4_min
0.518009091065477,0.5937222318710123,-0.4551443709133469,0.428411104406939,-1.1731680856416529,1.0,False,False,False,1.1117313229364894,1.0849980564300814,0.27124951410752035,-0.07571314080553526,0.5937222318710123,-0.4551443709133469,0.9464201954724161,0.08959798665853796,0.518009091065477,0.428411104406939
-0.1443733750845442,-0.0332783777085206,0.002307161801495,0.2092923684811161,-1.017482279774178,0.0,True,False,False,-0.1776517527930648,0.033947777489546305,0.008486944372386576,-0.1110949973760236,0.2092923684811161,-0.1443733750845442,0.0649189933965719,-0.3536657435656603,0.2092923684811161,-0.1443733750845442
0.6754991363770152,0.7227210285681507,-0.5360414151548348,0.8752183138793096,0.7710983597205912,1.0,False,True,False,1.3982201649451658,1.7373970636696405,0.43434926591741013,-0.047221892191135484,0.8752183138793096,-0.5360414151548348,1.5507174502563248,-0.1997191775022944,0.8752183138793096,0.6754991363770152
1.5886179002096743,1.3777884457611893,-1.7239198582569668,1.3554742641476878,1.760140258875934,1.0,False,True,False,2.9664063459708636,2.5979607518615846,0.6494901879653961,0.210829454448485,1.5886179002096743,-1.7239198582569668,2.944092164357362,0.23314363606198651,1.5886179002096743,1.3554742641476878
-0.2444007706567222,-0.2603152472454116,0.4018058190793376,-0.2222833104054138,-0.2177079326181749,0.0,True,False,False,-0.5047160179021338,-0.32519350922821,-0.0812983773070525,0.015914476588689414,0.4018058190793376,-0.2603152472454116,-0.466684081062136,-0.022117460251308396,-0.2222833104054138,-0.2444007706567222
-0.2443836443343058,-0.3641053683194439,0.1868893065811573,-0.3555801210584521,-0.4384393105520022,0.0,True,False,False,-0.6084890126537497,-0.7771798271310444,-0.1942949567827611,0.11972172398513811,0.1868893065811573,-0.3641053683194439,-0.5999637653927579,0.11119647672414631,-0.2443836443343058,-0.3555801210584521
1.6472255691135913,1.616655505393189,-2.020258429879492,1.6942608182199794,0.9103559848116524,1.0,False,True,False,3.2638810745067803,2.9378834628472674,0.7344708657118169,0.030570063720402274,1.6942608182199794,-2.020258429879492,3.3414863873335707,-0.04703524910638812,1.6942608182199794,1.6472255691135913
0.8004132603426326,0.8969403428272882,-1.0131102409983417,0.7235041980323873,0.7639761932355832,1.0,False,True,False,1.6973536031699208,1.4077475602039664,0.3519368900509916,-0.09652708248465558,0.8969403428272882,-1.0131102409983417,1.52391745837502,0.0769090623102453,0.8004132603426326,0.7235041980323873
0.5658335705603529,0.681014485513724,-0.2836046765792697,0.7465244638359136,1.708417076485448,1.0,False,True,False,1.246848056074077,1.7097678433307208,0.4274419608326802,-0.11518091495337113,0.7465244638359136,-0.2836046765792697,1.3123580343962664,-0.18069089327556076,0.7465244638359136,0.5658335705603529
-0.483559538038224,-0.4466444274279914,0.6742773318294402,-0.4887820664021918,-1.149353029516203,0.0,True,False,False,-0.9302039654662153,-0.7447087000389669,-0.18617717500974174,-0.036915110610232615,0.6742773318294402,-0.4887820664021918,-0.9723416044404158,0.005222528363967804,-0.483559538038224,-0.4887820664021918
-0.4859713813008566,-0.6192473265191238,0.8284250250185387,-0.7044763708248434,0.2333801436349795,0.0,True,False,False,-1.1052187078199804,-0.9812700536262852,-0.2453175134065713,0.13327594521826724,0.8284250250185387,-0.7044763708248434,-1.1904477521257,0.21850498952398678,-0.4859713813008566,-0.7044763708248434
0.2522627836489551,-0.0116920190620647,0.002307161801495,0.1645942719387173,-0.7515370412396853,0.0,False,False,False,0.2405707645868904,0.4074721983271027,0.10186804958177567,0.2639548027110198,0.2522627836489551,-0.0116920190620647,0.4168570555876724,0.08766851171023779,0.2522627836489551,0.1645942719387173
-1.9959943716050053,-1.9712998974004636,1.8946937405448232,-1.965759213024947,-0.71423382899943,0.0,False,False,True,-3.967294269005469,-4.038359741485593,-1.0095899353713982,-0.024694474204541628,1.8946937405448232,-1.9959943716050053,-3.9617535846299523,-0.030235158580058208,-1.965759213024947,-1.9959943716050053
-1.799502729621555,-1.813465747364912,1.7696697611418766,-1.9224624529121397,-0.2572404979097479,0.0,False,False,True,-3.612968476986467,-3.7657611687567303,-0.9414402921891826,0.013963017743356954,1.7696697611418766,-1.9224624529121397,-3.721965182533695,0.12295972329058458,-1.799502729621555,-1.9224624529121397
-0.5866963384288592,-0.6861005820150737,0.5025382048043656,-0.749172439190419,0.8379444307789853,1.0,False,False,True,-1.2727969204439329,-1.5194311548299861,-0.37985778870749654,0.09940424358621458,0.5025382048043656,-0.749172439190419,-1.3358687776192781,0.16247610076155983,-0.5866963384288592,-0.749172439190419
-1.0566842144124953,-1.2287656689811592,0.9208229433839016,-1.047455419154,-0.0954203746440308,0.0,False,False,True,-2.2854498833936545,-2.412082359163753,-0.6030205897909382,0.17208145456866397,0.9208229433839016,-1.2287656689811592,-2.1041396335664952,-0.009228795258495293,-1.047455419154,-1.0566842144124953
0.3276674791547298,0.2486811662846509,-0.7177671021733494,-0.079867867594986,1.4434150026175436,0.0,False,False,False,0.5763486454393807,-0.22128632432895468,-0.05532158108223867,0.07898631287007893,0.3276674791547298,-0.7177671021733494,0.24779961155974384,0.4075353467497158,0.3276674791547298,-0.079867867594986
-0.9473539712270655,-0.963696360909719,0.9486865872937518,-1.0163180101986615,1.797372247077481,0.0,False,False,True,-1.9110503321367847,-1.9786817550416944,-0.4946704387604236,0.016342389682653446,0.9486865872937518,-1.0163180101986615,-1.963671981425727,0.06896403897159598,-0.9473539712270655,-1.0163180101986615
-1.4733969888693326,-1.397738456639693,1.2112220830289984,-1.1521521448091638,1.5056715268444048,0.0,False,False,True,-2.871135445509026,-2.8120655072891916,-0.7030163768222979,-0.07565853222963947,1.2112220830289984,-1.4733969888693326,-2.625549133678496,-0.32124484406016873,-1.1521521448091638,-1.4733969888693326
1.5287603948261297,1.539403109249785,-1.5469280752744,1.4844665056642683,0.1516159044522052,1.0,False,True,False,3.0681635040759145,3.005701934465783,0.7514254836164458,-0.010642714423655386,1.539403109249785,-1.5469280752744,3.013226900490398,0.04429388916186139,1.5287603948261297,1.4844665056642683
-0.2356621637708584,-0.0686110538138568,0.6798237530646227,-0.0074491355892257,-0.8862097739784092,1.0,True,False,False,-0.3042732175847152,0.3681013998906818,0.09202534997267045,-0.16705110995700162,0.6798237530646227,-0.2356621637708584,-0.2431112993600841,-0.22821302818163272,-0.0074491355892257,-0.2356621637708584
0.0703005979428754,-0.0385805500479531,-0.1791377739170335,0.1882989501706686,0.0720269370206009,0.0,False,False,False,0.0317200478949223,0.04088122414855741,0.010220306037139353,0.10888114799082849,0.1882989501706686,-0.1791377739170335,0.258599548113544,-0.11799835222779322,0.1882989501706686,0.0703005979428754
-1.4863785452186409,-1.3883220724743788,1.5350535880515852,-1.1792864082619872,1.0457946039456212,0.0,False,False,True,-2.8747006176930197,-2.5189334379034216,-0.6297333594758554,-0.0980564727442621,1.5350535880515852,-1.4863785452186409,-2.6656649534806283,-0.3070921369566537,-1.1792864082619872,-1.4863785452186409
-0.5680188090962301,-0.5612258101060786,0.7604182788459336,-0.6376505565544776,1.1624170422598918,0.0,False,False,True,-1.129244619202309,-1.0064768969108528,-0.2516192242277132,-0.006792998990151511,0.7604182788459336,-0.6376505565544776,-1.2056693656507078,0.0696317474582474,-0.5680188090962301,-0.6376505565544776
-1.2008094023656046,-1.240960797657914,1.2682181589850776,-1.0317726960477014,-0.0659367562185632,0.0,False,False,True,-2.4417702000235186,-2.2053247370861424,-0.5513311842715356,0.04015139529230938,1.2682181589850776,-1.240960797657914,-2.232582098413306,-0.16903670631790324,-1.0317726960477014,-1.2008094023656046
0.3917702160363582,0.4999194393200754,-0.4717618643957529,0.6880001497703156,-2.086305387495829,1.0,False,False,False,0.8916896553564335,1.1079279407309963,0.2769819851827491,-0.10814922328371718,0.6880001497703156,-0.4717618643957529,1.0797703658066737,-0.29622993373395745,0.6880001497703156,0.3917702160363582
-0.6267026350554222,-0.5938777238355226,0.5804557029634089,-0.5978957077732595,-0.0793795071344656,0.0,False,False,True,-1.220580358890945,-1.2380203637007956,-0.3095050909251989,-0.03282491121989961,0.5804557029634089,-0.6267026350554222,-1.2245983428286817,-0.02880692728216272,-0.5978957077732595,-0.6267026350554222
-0.3044244380598925,-0.3744110347983018,0.1033126306466123,-0.3749377478715349,-0.0752700014215906,0.0,True,False,False,-0.6788354728581942,-0.9504605900831168,-0.2376151475207792,0.06998659673840929,0.1033126306466123,-0.3749377478715349,-0.6793621859314274,0.07051330981164239,-0.3044244380598925,-0.3749377478715349
-0.627816646104281,-0.6268715194412063,0.8078660444862495,-0.5577165472380305,-0.859708691721187,1.0,False,False,True,-1.2546881655454873,-1.0045386682972683,-0.2511346670743171,-0.0009451266630746691,0.8078660444862495,-0.627816646104281,-1.1855331933423114,-0.07010009886625046,-0.5577165472380305,-0.627816646104281
