feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target,category_1_Below Average,category_1_High,category_1_Low,category_2_Region B,category_2_Region C
0.518009091065477,0.5937222318710123,-0.4551443709133469,0.428411104406939,1.363756275429805,-1.2225955821254153,-1.2876037271154726,-1.1731680856416529,1.0,False,False,False,False,True
-0.14437337508454423,-0.03327837770852066,0.0023071618014950794,0.20929236848111613,1.2247483207079508,-1.3819271948715637,-1.3260969278549997,-1.017482279774178,0.0,True,False,False,False,False
0.6754991363770152,0.7227210285681507,-0.5360414151548348,0.8752183138793096,-0.4290677188384568,1.0730179976224252,1.162679425644281,0.7710983597205912,1.0,False,True,False,False,True
1.5886179002096745,1.3777884457611893,-1.7239198582569668,1.3554742641476878,1.5322754627711637,1.8937786761236175,2.078383421403887,1.760140258875934,1.0,False,True,False,True,False
-0.2444007706567222,-0.2603152472454116,0.4018058190793376,-0.2222833104054138,1.061786987273604,0.11148247836172695,0.9122943441581358,-0.21770793261817498,0.0,True,False,False,False,True
-0.24438364433430587,-0.3641053683194439,0.1868893065811573,-0.3555801210584521,1.2206054274930898,-0.18819691533695207,0.43824282753622734,-0.43843931055200225,0.0,True,False,False,False,False
1.6472255691135913,1.616655505393189,-2.020258429879492,1.6942608182199794,1.501971277171465,1.1220770911413596,1.4984978841180223,0.9103559848116525,1.0,False,True,False,False,False
0.8004132603426326,0.8969403428272882,-1.0131102409983415,0.7235041980323873,1.5180727407305774,0.36679857494815216,0.7914419127608032,0.7639761932355832,1.0,False,True,False,False,False
0.5658335705603529,0.681014485513724,-0.28360467657926974,0.7465244638359136,-1.285846183003545,1.090148611371384,0.416604758443845,1.708417076485448,1.0,False,True,False,False,True
-0.48355953803822405,-0.44664442742799143,0.6742773318294402,-0.48878206640219185,0.6653522484899937,-1.4784995777456371,-1.0131327831512749,-1.149353029516203,0.0,True,False,False,True,False
-0.4859713813008566,-0.6192473265191238,0.8284250250185387,-0.7044763708248434,0.22306253841375145,-0.01794630101589639,-0.059607675356274294,0.23338014363497958,0.0,True,False,False,True,False
0.25226278364895516,-0.011692019062064785,0.0023071618014950794,0.16459427193871734,-0.5938382693364254,-0.49161357399534417,-0.474370444011828,-0.7515370412396853,0.0,False,False,False,True,False
-1.9959943716050055,-1.9712998974004634,1.8946937405448232,-1.965759213024947,0.6430909089444252,-0.7111314434438198,-0.1534784453155485,-0.71423382899943,0.0,False,False,True,True,False
-1.799502729621555,-1.8134657473649116,1.7696697611418766,-1.9224624529121395,-1.5134363092142418,0.04670356685230309,-0.4462174278909194,-0.2572404979097479,0.0,False,False,True,True,False
-0.5866963384288592,-0.6861005820150737,0.5025382048043656,-0.749172439190419,-1.564672230497792,0.979884090823569,0.2979514294915547,0.8379444307789853,1.0,False,False,True,True,False
-1.0566842144124953,-1.2287656689811592,0.9208229433839016,-1.047455419154,-0.500696647907105,0.029491888127298783,-0.3855080599025639,-0.09542037464403082,0.0,False,False,True,False,False
0.3276674791547298,0.24868116628465095,-0.7177671021733494,-0.07986786759498606,-1.056634373212858,1.5488887148122175,1.324010986473413,1.4434150026175436,0.0,False,False,False,False,True
-0.9473539712270657,-0.963696360909719,0.9486865872937518,-1.0163180101986615,0.7612552268170255,1.685672442296833,1.9383667937216458,1.7973722470774807,0.0,False,False,True,False,False
-1.4733969888693326,-1.3977384566396933,1.2112220830289984,-1.1521521448091638,1.5562542231230805,1.6756099029222284,2.578313892771029,1.5056715268444048,0.0,False,False,True,True,False
1.5287603948261297,1.539403109249785,-1.5469280752744001,1.4844665056642683,0.564022297776856,-0.06658102158440289,0.1478702749814737,0.1516159044522052,1.0,False,True,False,True,False
-0.23566216377085847,-0.06861105381385688,0.6798237530646227,-0.007449135589225774,0.5403141223158462,-0.5320971962921097,-0.3551684585488766,-0.8862097739784092,1.0,True,False,False,False,False
0.07030059794287548,-0.03858055004795315,-0.17913777391703353,0.18829895017066867,-1.705377694179347,-0.04216849162314422,-0.3890930880912603,0.07202693702060091,0.0,False,False,False,False,False
-1.4863785452186409,-1.3883220724743788,1.5350535880515852,-1.1792864082619872,0.046588074051904176,1.235246648970728,1.0258903846550622,1.0457946039456212,0.0,False,False,True,True,False
-0.5680188090962301,-0.5612258101060786,0.7604182788459336,-0.6376505565544776,1.102671658693804,1.1691630521956375,1.0904916537024467,1.1624170422598918,0.0,False,False,True,False,False
-1.2008094023656046,-1.240960797657914,1.2682181589850776,-1.0317726960477014,-0.9390617431541649,0.33206347541522435,0.15981230860257314,-0.06593675621856326,0.0,False,False,True,False,False
